cluster	threshold	id	seqs	gi	count	new_names	reduced	dedup	rep_name
cluster_1.00_157	1.00	157	rRNA_gi|134297881|ref|NC_009253.1|_2223909-2225515_DIR-	134297881	1	ID.4635	0	0	ID.4635
cluster_1.00_158	1.00	158	rRNA_gi|134297881|ref|NC_009253.1|_184639-186245_DIR+	134297881	1	ID.53	1	0	ID.53
cluster_1.00_159	1.00	159	rRNA_gi|134297881|ref|NC_009253.1|_441378-442984_DIR+	134297881	1	ID.1093	0	0	ID.1093
cluster_1.00_160	1.00	160	rRNA_gi|134297881|ref|NC_009253.1|_2751285-2752891_DIR-	134297881	1	ID.1652	0	0	ID.1652
cluster_1.00_161	1.00	161	rRNA_gi|134297881|ref|NC_009253.1|_10048-11654_DIR+	134297881	1	ID.4228	0	0	ID.4228
cluster_1.00_162	1.00	162	rRNA_gi|320114857|ref|NC_014964.1|_433871-435471_DIR+	320114857	1	ID.2372	0	0	ID.2372
cluster_1.00_162	1.00	162	rRNA_gi|167036431|ref|NC_010321.1|_438455-440055_DIR+	167036431	1	NA	NA	1	ID.2372
cluster_1.00_163	1.00	163	rRNA_gi|345016447|ref|NC_015958.1|_66034-67632_DIR+	345016447	1	ID.4355	0	0	ID.4355
cluster_1.00_164	1.00	164	rRNA_gi|430748349|ref|NC_019897.1|_3749741-3751333_DIR-	430748349	1	ID.2300	1	0	ID.2300
cluster_1.00_165	1.00	165	rRNA_gi|430748349|ref|NC_019897.1|_3037780-3039372_DIR-	430748349	1	ID.3889	0	0	ID.3889
cluster_1.00_166	1.00	166	rRNA_gi|430748349|ref|NC_019897.1|_3974027-3975619_DIR-	430748349	1	ID.3495	1	0	ID.3495
cluster_1.00_167	1.00	167	rRNA_gi|430748349|ref|NC_019897.1|_337186-338778_DIR+	430748349	2	ID.4079	0	0	ID.4079
cluster_1.00_167	1.00	167	rRNA_gi|430748349|ref|NC_019897.1|_1602568-1604160_DIR+	430748349	2	NA	NA	1	ID.4079
cluster_1.00_168	1.00	168	rRNA_gi|563711419|ref|NC_023004.1|_447312-448903_DIR+	563711419	1	ID.4379	1	0	ID.4379
cluster_1.00_169	1.00	169	rRNA_gi|459466043|ref|NC_020449.1|_1799651-1801240_DIR-	459466043	1	ID.3707	0	0	ID.3707
cluster_1.00_169	1.00	169	rRNA_gi|218960350|ref|NS_000195.1|_1799651-1801240_DIR-	218960350	1	NA	NA	1	ID.3707
cluster_1.00_170	1.00	170	rRNA_gi|218960350|ref|NS_000195.1|_1268956-1270545_DIR-	218960350	1	NA	NA	1	ID.3417
cluster_1.00_170	1.00	170	rRNA_gi|459466043|ref|NC_020449.1|_1268956-1270545_DIR-	459466043	1	ID.3417	1	0	ID.3417
cluster_1.00_171	1.00	171	rRNA_gi|147676335|ref|NC_009454.1|_265372-266960_DIR+	147676335	1	ID.116	1	0	ID.116
cluster_1.00_172	1.00	172	rRNA_gi|147676335|ref|NC_009454.1|_1049042-1050630_DIR+	147676335	1	ID.1866	0	0	ID.1866
cluster_1.00_173	1.00	173	rRNA_gi|289577265|ref|NC_013921.1|_46430-48017_DIR+	289577265	1	ID.2993	1	0	ID.2993
cluster_1.00_174	1.00	174	rRNA_gi|289577265|ref|NC_013921.1|_90516-92103_DIR+	289577265	1	ID.5134	0	0	ID.5134
cluster_1.00_175	1.00	175	rRNA_gi|289577265|ref|NC_013921.1|_1990548-1992135_DIR-	289577265	1	ID.4744	0	0	ID.4744
cluster_1.00_176	1.00	176	rRNA_gi|289577265|ref|NC_013921.1|_1355120-1356707_DIR-	289577265	1	ID.524	1	0	ID.524
cluster_1.00_177	1.00	177	rRNA_gi|304315537|ref|NC_014410.1|_79145-80726_DIR+	304315537	1	ID.2055	1	0	ID.2055
cluster_1.00_178	1.00	178	rRNA_gi|319788982|ref|NC_014926.1|_1172141-1173717_DIR-	319788982	1	ID.1935	0	0	ID.1935
cluster_1.00_179	1.00	179	rRNA_gi|319788982|ref|NC_014926.1|_152859-154435_DIR-	319788982	1	ID.812	0	0	ID.812
cluster_1.00_180	1.00	180	rRNA_gi|319788982|ref|NC_014926.1|_1604527-1606103_DIR+	319788982	1	ID.365	1	0	ID.365
cluster_1.00_181	1.00	181	rRNA_gi|333895862|ref|NC_015555.1|_442255-443830_DIR+	333895862	5	NA	NA	1	ID.3054
cluster_1.00_181	1.00	181	rRNA_gi|333895862|ref|NC_015555.1|_79434-81009_DIR+	333895862	5	NA	NA	1	ID.3054
cluster_1.00_181	1.00	181	rRNA_gi|333895862|ref|NC_015555.1|_60209-61784_DIR+	333895862	5	ID.3054	1	0	ID.3054
cluster_1.00_181	1.00	181	rRNA_gi|333895862|ref|NC_015555.1|_372662-374237_DIR+	333895862	5	NA	NA	1	ID.3054
cluster_1.00_181	1.00	181	rRNA_gi|333895862|ref|NC_015555.1|_1458227-1459802_DIR-	333895862	5	NA	NA	1	ID.3054
cluster_1.00_182	1.00	182	rRNA_gi|54307237|ref|NC_006370.1|_779538-781112_DIR+	54307237	1	ID.2269	1	0	ID.2269
cluster_1.00_183	1.00	183	rRNA_gi|33519483|ref|NC_005061.1|_616532-618104_DIR-	33519483	1	ID.2826	1	0	ID.2826
cluster_1.00_184	1.00	184	rRNA_gi|15282445|ref|NC_000918.1|_571205-572776_DIR-	15282445	2	NA	NA	1	ID.821
cluster_1.00_184	1.00	184	rRNA_gi|15282445|ref|NC_000918.1|_1192078-1193649_DIR+	15282445	2	ID.821	1	0	ID.821
cluster_1.00_185	1.00	185	rRNA_gi|347522554|ref|NC_015931.1|_84674-86244_DIR-	347522554	1	ID.1001	1	0	ID.1001
cluster_1.00_186	1.00	186	rRNA_gi|488773889|ref|NC_021184.1|_1755391-1756961_DIR+	488773889	1	ID.3488	0	0	ID.3488
cluster_1.00_187	1.00	187	rRNA_gi|488773889|ref|NC_021184.1|_4118646-4120216_DIR-	488773889	1	ID.3618	0	0	ID.3618
cluster_1.00_188	1.00	188	rRNA_gi|488773889|ref|NC_021184.1|_1551770-1553340_DIR+	488773889	1	ID.3045	1	0	ID.3045
cluster_1.00_189	1.00	189	rRNA_gi|325294206|ref|NC_015185.1|_1425680-1427250_DIR-	325294206	2	NA	NA	1	ID.4071
cluster_1.00_189	1.00	189	rRNA_gi|325294206|ref|NC_015185.1|_495064-496634_DIR+	325294206	2	ID.4071	1	0	ID.4071
cluster_1.00_190	1.00	190	rRNA_gi|557940106|ref|NC_021555.1|_151582-153152_DIR-	557940106	1	ID.758	1	0	ID.758
cluster_1.00_191	1.00	191	rRNA_gi|339633914|ref|NC_015759.1|_1168240-1169808_DIR+	339633914	1	ID.2026	1	0	ID.2026
cluster_1.00_192	1.00	192	rRNA_gi|339633914|ref|NC_015759.1|_1022319-1023887_DIR+	339633914	2	ID.4020	0	0	ID.4020
cluster_1.00_192	1.00	192	rRNA_gi|339633914|ref|NC_015759.1|_390292-391860_DIR-	339633914	2	NA	NA	1	ID.4020
cluster_1.00_193	1.00	193	rRNA_gi|339633914|ref|NC_015759.1|_863508-865076_DIR+	339633914	1	ID.4427	0	0	ID.4427
cluster_1.00_194	1.00	194	rRNA_gi|339633914|ref|NC_015759.1|_796515-798083_DIR+	339633914	1	ID.2028	0	0	ID.2028
cluster_1.00_195	1.00	195	rRNA_gi|289547777|ref|NC_013894.1|_855654-857222_DIR-	289547777	1	ID.5077	1	0	ID.5077
cluster_1.00_196	1.00	196	rRNA_gi|126464913|ref|NC_009033.1|_1117459-1119026_DIR+	126464913	1	ID.4939	1	0	ID.4939
cluster_1.00_197	1.00	197	rRNA_gi|337287573|ref|NC_015682.1|_235688-237255_DIR-	337287573	1	ID.2207	1	0	ID.2207
cluster_1.00_198	1.00	198	rRNA_gi|260891930|ref|NC_013385.1|_674081-675648_DIR+	260891930	2	ID.2224	1	0	ID.2224
cluster_1.00_198	1.00	198	rRNA_gi|260891930|ref|NC_013385.1|_1682354-1683921_DIR-	260891930	2	NA	NA	1	ID.2224
cluster_1.00_199	1.00	199	rRNA_gi|184152655|ref|NC_010609.1|_312212-313779_DIR+	184152655	1	ID.1681	0	0	ID.1681
cluster_1.00_200	1.00	200	rRNA_gi|385811786|ref|NC_017465.1|_651911-653478_DIR+	385811786	1	ID.2361	0	0	ID.2361
cluster_1.00_201	1.00	201	rRNA_gi|377808793|ref|NC_016605.1|_773994-775560_DIR+	377808793	1	ID.3828	1	0	ID.3828
cluster_1.00_202	1.00	202	rRNA_gi|377808793|ref|NC_016605.1|_282005-283571_DIR+	377808793	1	ID.2173	1	0	ID.2173
cluster_1.00_203	1.00	203	rRNA_gi|377808793|ref|NC_016605.1|_58385-59951_DIR+	377808793	2	ID.2785	0	0	ID.2785
cluster_1.00_203	1.00	203	rRNA_gi|377808793|ref|NC_016605.1|_1191361-1192927_DIR-	377808793	2	NA	NA	1	ID.2785
cluster_1.00_204	1.00	204	rRNA_gi|116491818|ref|NC_008525.1|_277886-279451_DIR+	116491818	1	ID.553	1	0	ID.553
cluster_1.00_205	1.00	205	rRNA_gi|347533753|ref|NC_015978.1|_360538-362103_DIR+	347533753	2	NA	NA	1	ID.3841
cluster_1.00_205	1.00	205	rRNA_gi|347533753|ref|NC_015978.1|_367314-368879_DIR+	347533753	2	ID.3841	1	0	ID.3841
cluster_1.00_206	1.00	206	rRNA_gi|347533753|ref|NC_015978.1|_1008783-1010348_DIR-	347533753	1	ID.2249	1	0	ID.2249
cluster_1.00_207	1.00	207	rRNA_gi|347533753|ref|NC_015978.1|_422087-423652_DIR+	347533753	1	ID.1475	1	0	ID.1475
cluster_1.00_208	1.00	208	rRNA_gi|116491818|ref|NC_008525.1|_1506412-1507976_DIR-	116491818	1	ID.1616	0	0	ID.1616
cluster_1.00_209	1.00	209	rRNA_gi|116491818|ref|NC_008525.1|_116904-118468_DIR+	116491818	2	ID.3029	0	0	ID.3029
cluster_1.00_209	1.00	209	rRNA_gi|116491818|ref|NC_008525.1|_671646-673210_DIR+	116491818	2	NA	NA	1	ID.3029
cluster_1.00_210	1.00	210	rRNA_gi|557607004|ref|NC_022780.1|_682480-684044_DIR+	557607004	3	NA	NA	1	ID.1221
cluster_1.00_210	1.00	210	rRNA_gi|557607004|ref|NC_022780.1|_1177896-1179460_DIR-	557607004	3	NA	NA	1	ID.1221
cluster_1.00_210	1.00	210	rRNA_gi|557607004|ref|NC_022780.1|_1470587-1472151_DIR-	557607004	3	ID.1221	0	0	ID.1221
cluster_1.00_211	1.00	211	rRNA_gi|116491818|ref|NC_008525.1|_1213931-1215495_DIR-	116491818	1	ID.1166	0	0	ID.1166
cluster_1.00_212	1.00	212	rRNA_gi|557607004|ref|NC_022780.1|_288210-289774_DIR+	557607004	2	NA	NA	1	ID.838
cluster_1.00_212	1.00	212	rRNA_gi|557607004|ref|NC_022780.1|_123145-124709_DIR+	557607004	2	ID.838	0	0	ID.838
cluster_1.00_213	1.00	213	rRNA_gi|338202359|ref|NC_015697.1|_1303953-1305517_DIR+	338202359	1	ID.1081	0	0	ID.1081
cluster_1.00_214	1.00	214	rRNA_gi|347533753|ref|NC_015978.1|_121127-122691_DIR+	347533753	1	ID.4812	0	0	ID.4812
cluster_1.00_215	1.00	215	rRNA_gi|347533753|ref|NC_015978.1|_40703-42267_DIR+	347533753	1	ID.3242	1	0	ID.3242
cluster_1.00_216	1.00	216	rRNA_gi|347533753|ref|NC_015978.1|_1279137-1280701_DIR-	347533753	1	ID.4270	0	0	ID.4270
cluster_1.00_217	1.00	217	rRNA_gi|338202359|ref|NC_015697.1|_1821410-1822973_DIR+	338202359	1	ID.354	1	0	ID.354
cluster_1.00_218	1.00	218	rRNA_gi|526230725|ref|NC_021872.1|_203659-205222_DIR+	526230725	1	ID.4141	0	0	ID.4141
cluster_1.00_219	1.00	219	rRNA_gi|338202359|ref|NC_015697.1|_333597-335160_DIR-	338202359	1	ID.1112	0	0	ID.1112
cluster_1.00_220	1.00	220	rRNA_gi|526230725|ref|NC_021872.1|_682166-683729_DIR+	526230725	2	ID.4828	0	0	ID.4828
cluster_1.00_220	1.00	220	rRNA_gi|526230725|ref|NC_021872.1|_663100-664663_DIR+	526230725	2	NA	NA	1	ID.4828
cluster_1.00_221	1.00	221	rRNA_gi|338202359|ref|NC_015697.1|_48176-49739_DIR-	338202359	1	ID.2913	0	0	ID.2913
cluster_1.00_222	1.00	222	rRNA_gi|338202359|ref|NC_015697.1|_1489636-1491199_DIR+	338202359	1	ID.154	1	0	ID.154
cluster_1.00_223	1.00	223	rRNA_gi|148543243|ref|NC_009513.1|_312393-313956_DIR+	148543243	1	ID.3236	0	0	ID.3236
cluster_1.00_224	1.00	224	rRNA_gi|148543243|ref|NC_009513.1|_177728-179291_DIR+	148543243	1	ID.2661	0	0	ID.2661
cluster_1.00_225	1.00	225	rRNA_gi|184152655|ref|NC_010609.1|_177347-178910_DIR+	184152655	3	NA	NA	1	ID.4235
cluster_1.00_225	1.00	225	rRNA_gi|184152655|ref|NC_010609.1|_1117379-1118942_DIR-	184152655	3	ID.4235	0	0	ID.4235
cluster_1.00_225	1.00	225	rRNA_gi|184152655|ref|NC_010609.1|_1412849-1414412_DIR-	184152655	3	NA	NA	1	ID.4235
cluster_1.00_226	1.00	226	rRNA_gi|512590512|ref|NC_021494.1|_657839-659402_DIR+	512590512	1	ID.736	0	0	ID.736
cluster_1.00_227	1.00	227	rRNA_gi|512590512|ref|NC_021494.1|_1712899-1714462_DIR-	512590512	2	ID.3113	0	0	ID.3113
cluster_1.00_227	1.00	227	rRNA_gi|512590512|ref|NC_021494.1|_947122-948685_DIR+	512590512	2	NA	NA	1	ID.3113
cluster_1.00_227	1.00	227	rRNA_gi|526230725|ref|NC_021872.1|_346883-348446_DIR+	526230725	1	NA	NA	1	ID.3113
cluster_1.00_228	1.00	228	rRNA_gi|512590512|ref|NC_021494.1|_1860606-1862169_DIR-	512590512	1	ID.281	0	0	ID.281
cluster_1.00_229	1.00	229	rRNA_gi|526230725|ref|NC_021872.1|_1523774-1525337_DIR-	526230725	1	ID.1234	0	0	ID.1234
cluster_1.00_230	1.00	230	rRNA_gi|148543243|ref|NC_009513.1|_1373432-1374995_DIR-	148543243	1	ID.1006	0	0	ID.1006
cluster_1.00_231	1.00	231	rRNA_gi|512590512|ref|NC_021494.1|_1358955-1360518_DIR-	512590512	1	ID.231	0	0	ID.231
cluster_1.00_232	1.00	232	rRNA_gi|338202359|ref|NC_015697.1|_1843677-1845240_DIR+	338202359	1	ID.539	0	0	ID.539
cluster_1.00_233	1.00	233	rRNA_gi|526230725|ref|NC_021872.1|_1168684-1170247_DIR-	526230725	1	ID.3789	0	0	ID.3789
cluster_1.00_234	1.00	234	rRNA_gi|512590512|ref|NC_021494.1|_1378152-1379715_DIR-	512590512	1	ID.148	1	0	ID.148
cluster_1.00_235	1.00	235	rRNA_gi|148543243|ref|NC_009513.1|_624382-625945_DIR+	148543243	1	ID.184	1	0	ID.184
cluster_1.00_236	1.00	236	rRNA_gi|148543243|ref|NC_009513.1|_639563-641126_DIR+	148543243	1	ID.4197	0	0	ID.4197
cluster_1.00_237	1.00	237	rRNA_gi|501673812|ref|NC_021235.1|_627796-629359_DIR+	501673812	1	ID.124	1	0	ID.124
cluster_1.00_238	1.00	238	rRNA_gi|184154476|ref|NC_010610.1|_169391-170954_DIR+	184154476	1	ID.3746	0	0	ID.3746
cluster_1.00_239	1.00	239	rRNA_gi|501673812|ref|NC_021235.1|_168469-170032_DIR+	501673812	1	ID.352	0	0	ID.352
cluster_1.00_240	1.00	240	rRNA_gi|385811786|ref|NC_017465.1|_1564342-1565905_DIR-	385811786	1	ID.1171	0	0	ID.1171
cluster_1.00_240	1.00	240	rRNA_gi|184154476|ref|NC_010610.1|_1563206-1564769_DIR-	184154476	1	NA	NA	1	ID.1171
cluster_1.00_241	1.00	241	rRNA_gi|184154476|ref|NC_010610.1|_651358-652921_DIR+	184154476	1	ID.779	0	0	ID.779
cluster_1.00_242	1.00	242	rRNA_gi|184154476|ref|NC_010610.1|_273501-275064_DIR+	184154476	1	ID.1283	0	0	ID.1283
cluster_1.00_243	1.00	243	rRNA_gi|385811786|ref|NC_017465.1|_273972-275535_DIR+	385811786	2	NA	NA	1	ID.4196
cluster_1.00_243	1.00	243	rRNA_gi|501673812|ref|NC_021235.1|_272446-274009_DIR+	501673812	1	NA	NA	1	ID.4196
cluster_1.00_243	1.00	243	rRNA_gi|385811786|ref|NC_017465.1|_169808-171371_DIR+	385811786	2	ID.4196	0	0	ID.4196
cluster_1.00_244	1.00	244	rRNA_gi|385811786|ref|NC_017465.1|_194092-195655_DIR+	385811786	1	ID.3724	0	0	ID.3724
cluster_1.00_245	1.00	245	rRNA_gi|501673812|ref|NC_021235.1|_1520264-1521827_DIR-	501673812	1	ID.1852	0	0	ID.1852
cluster_1.00_246	1.00	246	rRNA_gi|184154476|ref|NC_010610.1|_193655-195218_DIR+	184154476	1	ID.3229	0	0	ID.3229
cluster_1.00_247	1.00	247	rRNA_gi|501673812|ref|NC_021235.1|_194188-195751_DIR+	501673812	1	ID.312	1	0	ID.312
cluster_1.00_248	1.00	248	rRNA_gi|148543243|ref|NC_009513.1|_1077765-1079328_DIR-	148543243	1	ID.1787	0	0	ID.1787
cluster_1.00_249	1.00	249	rRNA_gi|184152655|ref|NC_010609.1|_632685-634247_DIR+	184152655	2	NA	NA	1	ID.730
cluster_1.00_249	1.00	249	rRNA_gi|184152655|ref|NC_010609.1|_649117-650679_DIR+	184152655	2	ID.730	0	0	ID.730
cluster_1.00_250	1.00	250	rRNA_gi|331700395|ref|NC_015428.1|_829466-831028_DIR+	331700395	1	ID.4459	0	0	ID.4459
cluster_1.00_251	1.00	251	rRNA_gi|331700395|ref|NC_015428.1|_1678756-1680318_DIR-	331700395	1	ID.4354	0	0	ID.4354
cluster_1.00_252	1.00	252	rRNA_gi|406025865|ref|NC_018610.1|_1676667-1678229_DIR-	406025865	1	ID.4320	0	0	ID.4320
cluster_1.00_253	1.00	253	rRNA_gi|406025865|ref|NC_018610.1|_2304796-2306358_DIR-	406025865	1	ID.3075	0	0	ID.3075
cluster_1.00_254	1.00	254	rRNA_gi|406025865|ref|NC_018610.1|_854077-855639_DIR+	406025865	1	ID.2356	0	0	ID.2356
cluster_1.00_255	1.00	255	rRNA_gi|406025865|ref|NC_018610.1|_732395-733957_DIR+	406025865	2	ID.2671	0	0	ID.2671
cluster_1.00_255	1.00	255	rRNA_gi|406025865|ref|NC_018610.1|_1595818-1597380_DIR-	406025865	2	NA	NA	1	ID.2671
cluster_1.00_256	1.00	256	rRNA_gi|331700395|ref|NC_015428.1|_2300479-2302041_DIR-	331700395	1	ID.1246	1	0	ID.1246
cluster_1.00_257	1.00	257	rRNA_gi|331700395|ref|NC_015428.1|_706262-707824_DIR+	331700395	1	ID.3384	1	0	ID.3384
cluster_1.00_258	1.00	258	rRNA_gi|54307237|ref|NC_006370.1|_3457373-3458935_DIR-	54307237	1	ID.196	1	0	ID.196
cluster_1.00_259	1.00	259	rRNA_gi|217076133|ref|NC_011653.1|_683462-685023_DIR+	217076133	1	ID.2667	1	0	ID.2667
cluster_1.00_260	1.00	260	rRNA_gi|217076133|ref|NC_011653.1|_1850149-1851710_DIR+	217076133	1	ID.235	1	0	ID.235
cluster_1.00_261	1.00	261	rRNA_gi|217076133|ref|NC_011653.1|_1121483-1123044_DIR+	217076133	1	ID.2189	0	0	ID.2189
cluster_1.00_262	1.00	262	rRNA_gi|337285377|ref|NC_015681.1|_864391-865952_DIR-	337285377	1	ID.3834	0	0	ID.3834
cluster_1.00_263	1.00	263	rRNA_gi|337285377|ref|NC_015681.1|_533396-534957_DIR-	337285377	1	ID.573	1	0	ID.573
cluster_1.00_264	1.00	264	rRNA_gi|331700395|ref|NC_015428.1|_1597799-1599360_DIR-	331700395	1	ID.1121	1	0	ID.1121
cluster_1.00_265	1.00	265	rRNA_gi|81427616|ref|NC_007576.1|_1867071-1868632_DIR-	81427616	1	ID.2645	1	0	ID.2645
cluster_1.00_266	1.00	266	rRNA_gi|81427616|ref|NC_007576.1|_478892-480453_DIR+	81427616	1	ID.3136	0	0	ID.3136
cluster_1.00_267	1.00	267	rRNA_gi|81427616|ref|NC_007576.1|_1872487-1874048_DIR-	81427616	1	ID.5021	0	0	ID.5021
cluster_1.00_268	1.00	268	rRNA_gi|81427616|ref|NC_007576.1|_445537-447098_DIR+	81427616	2	NA	NA	1	ID.4380
cluster_1.00_268	1.00	268	rRNA_gi|81427616|ref|NC_007576.1|_1575583-1577144_DIR-	81427616	2	ID.4380	0	0	ID.4380
cluster_1.00_269	1.00	269	rRNA_gi|81427616|ref|NC_007576.1|_1762652-1764213_DIR-	81427616	1	ID.1436	1	0	ID.1436
cluster_1.00_270	1.00	270	rRNA_gi|81427616|ref|NC_007576.1|_306179-307740_DIR+	81427616	1	ID.17	1	0	ID.17
cluster_1.00_271	1.00	271	rRNA_gi|78042616|ref|NC_007503.1|_2112195-2113755_DIR-	78042616	1	ID.3884	1	0	ID.3884
cluster_1.00_272	1.00	272	rRNA_gi|78042616|ref|NC_007503.1|_2021791-2023351_DIR-	78042616	1	ID.5117	0	0	ID.5117
cluster_1.00_273	1.00	273	rRNA_gi|385824947|ref|NC_017477.1|_1668204-1669764_DIR-	385824947	3	NA	NA	1	ID.4087
cluster_1.00_273	1.00	273	rRNA_gi|385824947|ref|NC_017477.1|_546995-548555_DIR+	385824947	3	ID.4087	1	0	ID.4087
cluster_1.00_273	1.00	273	rRNA_gi|385824947|ref|NC_017477.1|_1871368-1872928_DIR-	385824947	3	NA	NA	1	ID.4087
cluster_1.00_274	1.00	274	rRNA_gi|385824947|ref|NC_017477.1|_1653736-1655296_DIR-	385824947	1	ID.1755	1	0	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|560151351|ref|NC_022909.1|_1593217-1594777_DIR-	560151351	4	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|268318562|ref|NC_013504.1|_455656-457216_DIR+	268318562	4	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|268318562|ref|NC_013504.1|_1479611-1481171_DIR-	268318562	4	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|560151351|ref|NC_022909.1|_1797075-1798635_DIR-	560151351	4	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|268318562|ref|NC_013504.1|_1494061-1495621_DIR-	268318562	4	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|42518084|ref|NC_005362.1|_1663106-1664666_DIR-	42518084	6	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|560151351|ref|NC_022909.1|_1578768-1580328_DIR-	560151351	4	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|42518084|ref|NC_005362.1|_1684222-1685782_DIR-	42518084	6	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|42518084|ref|NC_005362.1|_1888388-1889948_DIR-	42518084	6	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|268318562|ref|NC_013504.1|_1661861-1663421_DIR-	268318562	4	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|42518084|ref|NC_005362.1|_558588-560148_DIR+	42518084	6	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|42518084|ref|NC_005362.1|_1669773-1671333_DIR-	42518084	6	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|560151351|ref|NC_022909.1|_520317-521877_DIR+	560151351	4	NA	NA	1	ID.1755
cluster_1.00_274	1.00	274	rRNA_gi|42518084|ref|NC_005362.1|_1882873-1884433_DIR-	42518084	6	NA	NA	1	ID.1755
cluster_1.00_275	1.00	275	rRNA_gi|116628683|ref|NC_008530.1|_1786686-1788246_DIR-	116628683	6	NA	NA	1	ID.2358
cluster_1.00_275	1.00	275	rRNA_gi|116628683|ref|NC_008530.1|_1565830-1567390_DIR-	116628683	6	NA	NA	1	ID.2358
cluster_1.00_275	1.00	275	rRNA_gi|116628683|ref|NC_008530.1|_1792201-1793761_DIR-	116628683	6	NA	NA	1	ID.2358
cluster_1.00_275	1.00	275	rRNA_gi|116628683|ref|NC_008530.1|_1580004-1581564_DIR-	116628683	6	NA	NA	1	ID.2358
cluster_1.00_275	1.00	275	rRNA_gi|116628683|ref|NC_008530.1|_477581-479141_DIR+	116628683	6	NA	NA	1	ID.2358
cluster_1.00_275	1.00	275	rRNA_gi|116628683|ref|NC_008530.1|_1559160-1560720_DIR-	116628683	6	ID.2358	1	0	ID.2358
cluster_1.00_276	1.00	276	rRNA_gi|54307237|ref|NC_006370.1|_75249-76809_DIR+	54307237	1	ID.2614	0	0	ID.2614
cluster_1.00_277	1.00	277	rRNA_gi|54307237|ref|NC_006370.1|_529479-531039_DIR+	54307237	1	ID.1372	0	0	ID.1372
cluster_1.00_278	1.00	278	rRNA_gi|565990029|ref|NC_023037.1|_338817-340377_DIR-	565990029	1	ID.2781	0	0	ID.2781
cluster_1.00_279	1.00	279	rRNA_gi|78042616|ref|NC_007503.1|_1897303-1898862_DIR-	78042616	1	ID.2075	1	0	ID.2075
cluster_1.00_280	1.00	280	rRNA_gi|78042616|ref|NC_007503.1|_1396200-1397759_DIR-	78042616	1	ID.1781	1	0	ID.1781
cluster_1.00_281	1.00	281	rRNA_gi|565990029|ref|NC_023037.1|_352556-354115_DIR+	565990029	1	ID.409	1	0	ID.409
cluster_1.00_282	1.00	282	rRNA_gi|301065125|ref|NC_014334.1|_775358-776916_DIR+	301065125	1	ID.3726	0	0	ID.3726
cluster_1.00_283	1.00	283	rRNA_gi|258513366|ref|NC_013216.1|_1638456-1640014_DIR+	258513366	1	ID.3590	1	0	ID.3590
cluster_1.00_284	1.00	284	rRNA_gi|258513366|ref|NC_013216.1|_1918093-1919651_DIR+	258513366	1	ID.3904	0	0	ID.3904
cluster_1.00_285	1.00	285	rRNA_gi|258513366|ref|NC_013216.1|_2946159-2947717_DIR-	258513366	1	ID.4337	0	0	ID.4337
cluster_1.00_286	1.00	286	rRNA_gi|258513366|ref|NC_013216.1|_3994264-3995822_DIR-	258513366	1	ID.1738	0	0	ID.1738
cluster_1.00_287	1.00	287	rRNA_gi|258513366|ref|NC_013216.1|_2043416-2044974_DIR+	258513366	1	ID.3685	0	0	ID.3685
cluster_1.00_288	1.00	288	rRNA_gi|258513366|ref|NC_013216.1|_1858295-1859853_DIR+	258513366	1	ID.2591	0	0	ID.2591
cluster_1.00_289	1.00	289	rRNA_gi|258513366|ref|NC_013216.1|_1479756-1481314_DIR+	258513366	1	ID.1220	1	0	ID.1220
cluster_1.00_290	1.00	290	rRNA_gi|258513366|ref|NC_013216.1|_3754857-3756415_DIR-	258513366	1	ID.1288	0	0	ID.1288
cluster_1.00_291	1.00	291	rRNA_gi|54301680|ref|NC_006371.1|_2011038-2012596_DIR-	54301680	1	ID.2715	1	0	ID.2715
cluster_1.00_292	1.00	292	rRNA_gi|408355363|ref|NC_018704.1|_358838-360395_DIR+	408355363	1	ID.752	1	0	ID.752
cluster_1.00_293	1.00	293	rRNA_gi|408355363|ref|NC_018704.1|_183805-185362_DIR+	408355363	4	NA	NA	1	ID.2660
cluster_1.00_293	1.00	293	rRNA_gi|408355363|ref|NC_018704.1|_99871-101428_DIR+	408355363	4	NA	NA	1	ID.2660
cluster_1.00_293	1.00	293	rRNA_gi|408355363|ref|NC_018704.1|_93744-95301_DIR+	408355363	4	ID.2660	0	0	ID.2660
cluster_1.00_293	1.00	293	rRNA_gi|408355363|ref|NC_018704.1|_656239-657796_DIR+	408355363	4	NA	NA	1	ID.2660
